Unit2,Stimulus,ID.x,Region,Trial,Letter,StimSet,base_fr,stim_fr,basesd,stimsd,Z_score,stimID,Duration.s,FamUnfamSpecies,Species,FamUnfam,Clutch,Treatment,Age,DaysPostFledge,Mass,Date,No_reps,Hemisphere,Depth,ISI.check,Peak_V,Trough_V,Peak.to.Peak_s,Type,Quality,Exclude4PC,TroughBeforePeak,Notes,Accuracy.rcorr,Accuracy.count,Accuracy.cross_corr,normal_rcorr,normal_count,normal_cross_corr,Latency,p.value,sigYN,Peak2PeakRatio,Type0,TypeBN,TypeFL,RS_WN,pop_var_WN
D4_FL_TRIAL8_A,3,D4,FL,8,A,D4,1.8,4.588235294,1.85933936,2.157881094,0.931086879,WN,1.7,WN_WN,WN,WN,D,normal,22,2,12.3,12/19/21,15,L,1.37,x,0.5319,-0.0054,0.0012588,NA,Good,N,N,,0.218384615,0.124615385,0.189692308,0.018384615,-0.075384615,-0.010307692,0.01,0.005866157,Y,0.010152284,Field L,Field L,Broad,2.788235294,8.874648213
D4_FL_TRIAL8_B,3,D4,FL,8,B,D4,2,4.470588235,1.812653934,1.504647603,1.565475382,WN,1.7,WN_WN,WN,WN,D,normal,22,2,12.3,12/19/21,15,L,1.37,x,-0.5499,0.0467,0.000839999,NA,Good,N,N,Inverted,0.273538462,0.168076923,0.272692308,0.073538462,-0.031923077,0.072692308,0.095,0.001314143,Y,0.084924532,Field L,Field L,Broad,2.470588235,2.669896194
D4_FL_TRIAL9_A,3,D4,FL,9,A,D4,1,3.85620915,1,2.123177238,1.173368961,WN,1.7,WN_WN,WN,WN,D,normal,22,2,12.3,12/19/21,15,R,0.98,x,-0.706,0.102,0.00018,NA,Bad,Y,N,"Inverted, Lost spot after 513s (10+ presentations/stimulus)",0.150428571,0.673714286,0.225142857,-0.049571429,0.473714286,0.025142857,0.15,0.01953125,Y,0.144475921,Field L,Field L,Narrow,2.85620915,5.810927421
D4_FL_TRIAL9_B,3,D4,FL,9,B,D4,0.444444444,1.111111111,0.726483157,0.994989369,0.799367149,WN,1.7,WN_WN,WN,WN,D,normal,22,2,12.3,12/19/21,15,R,0.98,x,0.5282,-1.00E-04,0.00132,NA,Bad,Y,N,Lost spot after 513s (10+ presentations/stimulus),0.048571429,0.867285714,0.361714286,-0.151428571,0.667285714,0.161714286,NA,0.078578551,N,0.000189322,Field L,Field L,Broad,0.666666667,0.76816609
D4_NCM_TRIAL10_A,3,D4,NCM,10,A,D4,10,1.102941177,22.37345366,1.386236276,-0.446251582,WN,1.7,WN_WN,WN,WN,D,normal,22,2,12.3,12/19/21,15,R,1.02,x,0.3425,-0.0763,9.00E-04,NA,Bad,Y,N,"Lost spot after 461s (9 presentations/stimulus), reclassified so may have too high spike rate for broad neuron, also COULD be movement spikes?",0.103,0.866857143,0.388285714,-0.097,0.666857143,0.188285714,NA,0.446872821,N,0.222773723,Broad,Broad,NCM,-8.897058823,402.7696799
D4_NCM_TRIAL11_A,3,D4,NCM,11,A,D4,0.375,1.764705882,0.744023809,1.333992258,1.49422289,WN,1.7,WN_WN,WN,WN,D,normal,22,2,12.3,12/19/21,15,R,1.27,x,0.3087,-0.0697,0.00048,NA,Bad,Y,N,Lost spot after436s (8 presentations/stimulus),0.258571429,0.775142857,0.277714286,0.058571429,0.575142857,0.077714286,0.235,0.013911159,Y,0.225785552,Broad,Broad,NCM,1.389705882,1.012056661
D4_NCM_TRIAL2_A,3,D4,NCM,2,A,D4,1.866666667,1.137254902,1.187233679,0.646931487,-0.480373933,WN,1.7,WN_WN,WN,WN,D,normal,22,2,12.3,12/19/21,15,L,1.17,x,0.3394,-0.0388,0.00119897,NA,Good,N,N,,0.155785714,0.741428571,0.292285714,-0.044214286,0.541428571,0.092285714,0.06,0.083036623,N,0.114319387,Broad,Broad,NCM,-0.729411765,2.265651672
D4_NCM_TRIAL2_B,3,D4,NCM,2,B,D4,1.866666667,0.745098039,1.959105724,0.607526799,-0.617997907,WN,1.7,WN_WN,WN,WN,D,normal,22,2,12.3,12/19/21,15,L,1.17,x,-0.33461,0.00035,0.00132,NA,Duplicate,N,N,Inverted,0.141642857,0.630714286,0.429714286,-0.058357143,0.430714286,0.229714286,0.05,0.035974995,Y,0.001045994,Broad,Broad,NCM,-1.121568628,3.33585544
D4_NCM_TRIAL3_A,3,D4,NCM,3,A,D4,1.666666667,1.333333333,0.975900073,0.815890946,-0.247197791,WN,1.7,WN_WN,WN,WN,D,normal,22,2,12.3,12/19/21,15,L,1.27,x,0.3503,-0.0421,0.001259953,NA,Good,N,N,,0.401285714,0.6985,0.547214286,0.201285714,0.4985,0.347214286,0.03,0.442124706,N,0.120182701,Broad,Broad,NCM,-0.333333334,1.797770088
D4_NCM_TRIAL3_B,3,D4,NCM,3,B,D4,1.333333333,0.666666667,1.496026483,0.698372752,-0.435068706,WN,1.7,WN_WN,WN,WN,D,normal,22,2,12.3,12/19/21,15,L,1.27,x,-0.3598,1.00E-04,0.0013813,NA,Good,N,N,Inverted,0.161857143,0.742571429,0.537285714,-0.038142857,0.542571429,0.337285714,NA,0.125798086,N,0.000277932,Broad,Broad,NCM,-0.666666666,2.361091888
D4_NCM_TRIAL4_A,3,D4,NCM,4,A,D4,2.666666667,1.647058823,1.799470822,1.300214819,-0.437136662,WN,1.7,WN_WN,WN,WN,D,normal,22,2,12.3,12/19/21,15,L,1.32,x,0.4031,-0.1404,0.000299238,NA,Good,N,N,,0.179071429,0.907285714,0.267857143,-0.020928571,0.707285714,0.067857143,NA,0.18188306,N,0.34830067,NS1,Narrow,NCM,-1.019607844,5.384390619
D4_NCM_TRIAL6_A,3,D4,NCM,6,A,D4,3.466666667,1.450980392,2.695675549,1.194539121,-0.692493313,WN,1.7,WN_WN,WN,WN,D,normal,22,2,12.3,12/19/21,15,L,1.52,x,0.2295,-0.0444,0.00108,NA,Good,N,N,,0.337615385,0.885461538,0.506384615,0.137615385,0.685461538,0.306384615,NA,0.041259766,Y,0.193464052,Broad,Broad,NCM,-2.015686275,8.448658209
D4_NCM_TRIAL6_B,3,D4,NCM,6,B,D4,1.066666667,0.901960784,1.334523279,0.582606119,-0.107214946,WN,1.7,WN_WN,WN,WN,D,normal,22,2,12.3,12/19/21,15,L,1.52,x,-0.2366,8.00E-04,0.00138,NA,Duplicate,N,N,,0.159153846,0.696615385,0.515769231,-0.040846154,0.496615385,0.315769231,0.02,0.89984009,N,0.003381234,Broad,Broad,NCM,-0.164705883,2.334579008
D4_NCM_TRIAL7_A,3,D4,NCM,7,A,D4,2,0.274509804,3.585685828,0.3037634,-0.508866086,WN,1.7,WN_WN,WN,WN,D,normal,22,2,12.3,12/19/21,15,L,1.62,ok,0.29099,-0.0352,0.00126,NA,Good,N,N,,0.157857143,0.757642857,0.588714286,-0.042142857,0.557642857,0.388714286,NA,0.04096298,Y,0.120966356,Broad,Broad,NCM,-1.725490196,11.53710112
D4_NCM_TRIAL8_A,3,D4,NCM,8,A,D4,1.933333333,0.745098039,2.463060427,0.874380415,-0.487817455,WN,1.7,WN_WN,WN,WN,D,normal,22,2,12.3,12/19/21,15,L,1.72,x,-0.2728,0,0.00138,NA,Bad,N,N,Inverted and fat,0.161538462,0.761076923,0.426538462,-0.038461538,0.561076923,0.226538462,NA,0.03574847,Y,0,Broad,Broad,NCM,-1.188235294,5.96272203
D4_NCM_TRIAL8_B,3,D4,NCM,8,B,D4,4.2,1.725490196,2.077085871,0.980952221,-0.996322847,WN,1.7,WN_WN,WN,WN,D,normal,22,2,12.3,12/19/21,15,L,1.72,x,0.2441,-0.0301,0.0012,NA,Good,N,N,,0.360769231,0.573153846,0.363692308,0.160769231,0.373153846,0.163692308,NA,0.005826376,Y,0.123310119,Broad,Broad,NCM,-2.474509804,6.08556709
D4_NCM_TRIAL9_A,3,D4,NCM,9,A,D4,3.888888889,1.830065359,7.406828681,1.192698535,-0.32667623,WN,1.7,WN_WN,WN,WN,D,normal,22,2,12.3,12/19/21,15,R,0.92,x,0.2925,-0.0923,0.00054,NA,Bad,Y,N,Lost spot after 513s (10+ presentations/stimulus),0.090571429,0.507142857,0.185428571,-0.109428571,0.307142857,-0.014571429,0.195,0.91015625,N,0.315555556,Broad,Broad,NCM,-2.05882353,40.8650519
D5_FL_TRIAL10_A,4,D5,FL,10,A,D5,1.6,1.607843137,1.298350602,1.247175091,0.005347566,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,R,1.41,ok,-1.397,0.056,0.0009596,NA,Good,N,N,,0.146769231,0.659230769,0.393923077,-0.053230769,0.459230769,0.193923077,NA,0.842209722,N,0.040085898,Field L,Field L,Broad,0.007843137,2.209396386
D5_FL_TRIAL11_A,4,D5,FL,11,A,D5,2.857142857,5.084033613,1.875228924,2.960184216,0.834396196,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,R,1.46,ok,-1.257,0.214,0.00018,NA,Good,N,N,,0.134615385,0.352692308,0.303230769,-0.065384615,0.152692308,0.103230769,0.035,0.010039381,Y,0.170246619,Field L,Field L,Narrow,2.226890756,7.42850081
D5_FL_TRIAL12_A,4,D5,FL,12,A,D5,1.133333333,1.960784314,1.187233679,1.27073347,0.891287659,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,R,1.51,x,-1.548,0.486,0.000239999,NA,Good,N,N,Inverted,0.121153846,0.678,0.329615385,-0.078846154,0.478,0.129615385,0.025,0.009671749,Y,0.313953488,Field L,Field L,Narrow,0.827450981,0.992602845
D5_FL_TRIAL12_B,4,D5,FL,12,B,D5,0.133333333,0.078431373,0.516397779,0.206979868,-0.145075216,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,R,1.51,x,1.367,-0.147,0.001259,NA,Bad,N,N,Might not be auditory,0.183769231,0.488230769,0.546153846,-0.016230769,0.288230769,0.346153846,NA,1,N,0.107534748,Field L,Field L,Broad,-0.05490196,0.152925798
D5_FL_TRIAL13_A,4,D5,FL,13,A,D5,1.533333333,1.843137255,1.187233679,1.961904442,0.211752222,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,R,1.56,x,-1.401,0.113,0.00047999,NA,Bad,Y,N,Drifts slightly out of spot after 200s,0.113083333,0.565333333,0.278333333,-0.086916667,0.365333333,0.078333333,NA,0.550774111,N,0.080656674,Field L,Field L,Broad,0.309803922,2.325013456
D5_FL_TRIAL2_A,4,D5,FL,2,A,D5,5.928571429,10.92436975,2.585887311,2.303950222,1.506563583,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,L,1.09,x,-1.42,0.257,0.0012599,NA,Good,N,N,Inverted,0.275307692,0.129846154,0.243923077,0.075307692,-0.070153846,0.043923077,0.03,0.003871706,Y,0.180985915,Field L,Field L,Broad,4.995798321,11.00616129
D5_FL_TRIAL2_B,4,D5,FL,2,B,D5,2.357142857,2.941176471,1.081817762,1.176470588,0.318264771,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,L,1.09,x,-2.002,0.799,0.000539997,NA,Good,N,N,Inverted,0.152769231,0.333692308,0.201,-0.047230769,0.133692308,0.001,NA,0.257546226,N,0.399100899,Field L,Field L,Broad,0.584033614,3.296324413
D5_FL_TRIAL3_A,4,D5,FL,3,A,D5,1.714285714,1.092436975,1.325987088,0.604179519,-0.469827611,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,L,1.14,ok,1.116,-0.053,0.0012599,NA,Good,N,N,Fat,0.217230769,0.312769231,0.311615385,0.017230769,0.112769231,0.111615385,0.05,0.089844443,N,0.047491039,Field L,Field L,Broad,-0.621848739,1.767530542
D5_FL_TRIAL3_B,4,D5,FL,3,B,D5,1.214285714,1.596638655,0.892582375,0.935178041,0.29718342,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,L,1.14,bad,-1.134,0.186,0.0012,NA,Bad,N,N,Inverted,0.141846154,0.289,0.261538462,-0.058153846,0.089,0.061538462,NA,0.52965067,N,0.164021164,Field L,Field L,Broad,0.382352941,1.647923875
D5_FL_TRIAL4_A,4,D5,FL,4,A,D5,5.846153846,6.877828054,2.672269755,2.071176045,0.285446135,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,L,1.24,x,-1.488,1.066,0.00024,NA,Good,N,N,"Inverted, quite symmetrical",0.241454545,0.371090909,0.277727273,0.041454545,0.171090909,0.077727273,0.085,0.684814453,N,0.716397849,Field L,Field L,Narrow,1.031674208,12.86963822
D5_FL_TRIAL4_B,4,D5,FL,4,B,D5,2.153846154,3.665158371,0.987096234,1.683659272,1.021538892,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,L,1.24,x,1.319,-0.434,0.00024,NA,Good,N,Y,Trough before peak,0.226636364,0.268181818,0.221363636,0.026636364,0.068181818,0.021363636,0.03,0.006103516,Y,0.329037149,Field L,Field L,Narrow,1.511312217,2.290862185
D5_FL_TRIAL4_C,4,D5,FL,4,C,D5,2.461538462,5.203619909,1.71344607,1.903771432,1.48359579,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,L,1.24,x,-1.415,0.168,0.001019,NA,Good,N,N,,0.258454545,0.333090909,0.304636364,0.058454545,0.133090909,0.104636364,0.085,0.005155808,Y,0.118727915,Field L,Field L,Broad,2.742081447,3.619131468
D5_FL_TRIAL5_A,4,D5,FL,5,A,D5,2.333333333,3.529411764,1.5430335,3.144249904,0.381048047,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,L,1.34,x,-1.155,0.419,0.00053987,NA,Good,N,N,Inverted,0.198230769,0.422230769,0.265153846,-0.001769231,0.222230769,0.065153846,0.05,0.55085448,N,0.362770563,Field L,Field L,Broad,1.196078431,9.95924644
D5_FL_TRIAL6_A,4,D5,FL,6,A,D5,2.5,5.980392157,1.224744871,2.017798542,1.374926275,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,L,1.39,x,-1.596,0.532,0.00054,NA,Bad,N,N,"Inverted, Lost spot after 330s",0.06775,0.15475,0.057,-0.13225,-0.04525,-0.143,0.02,0.0625,N,0.333333333,Field L,Field L,Broad,3.480392157,6.113514033
D5_FL_TRIAL7_A,4,D5,FL,7,A,D5,3.307692308,3.800904977,2.015961945,1.869678294,0.183082297,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,R,1.25,x,-0.984,0.337,0.00054,NA,Good,N,N,Inverted,0.236416667,0.426583333,0.308333333,0.036416667,0.226583333,0.108333333,NA,0.483973746,N,0.342479675,Field L,Field L,Broad,0.493212669,7.235846932
D5_FL_TRIAL8_A,4,D5,FL,8,A,D5,1.8,0.862745098,1.264911064,0.732909298,-0.776512119,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,R,1.31,x,-1.196,0.185,0.00125,NA,Good,N,N,Inverted and fat,0.122153846,0.639230769,0.427461538,-0.077846154,0.439230769,0.227461538,NA,0.009874346,Y,0.154682274,Field L,Field L,Broad,-0.937254902,1.492718185
D5_FL_TRIAL8_B,4,D5,FL,8,B,D5,0.666666667,0.352941176,0.975900073,0.43340494,-0.265114192,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,R,1.31,ok,1.063,-0.065,0.00126,NA,Duplicate,N,N,Fat,0.173230769,0.612769231,0.497384615,-0.026769231,0.412769231,0.297384615,NA,0.623631778,N,0.061147695,Field L,Field L,Broad,-0.313725491,1.377931565
D5_FL_TRIAL9_A,4,D5,FL,9,A,D5,3.555555556,4.901960784,2.185812841,1.379534047,0.630096124,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,R,1.36,x,-1.432,0.251,0.00108,NA,Bad,N,N,Lost spot after 520s,0.132375,0.695875,0.179125,-0.067625,0.495875,-0.020875,0.065,0.07421875,N,0.17527933,Field L,Field L,Broad,1.346405228,4.718527062
D5_FL_TRIAL9_B,4,D5,FL,9,B,D5,0.222222222,0.392156863,0.666666667,0.415945165,0.429297821,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,R,1.36,x,1.188,-0.003,0.00138,NA,Bad,N,N,"Fat, Lost spot after 520s",0.141125,0.487,0.572875,-0.058875,0.287,0.372875,0.155,0.571607645,N,0.002525253,Field L,Field L,Broad,0.169934641,0.200264855
D5_NCM_TRIAL10_A,4,D5,NCM,10,A,D5,2.333333333,2.470588235,1.5430335,1.241879207,0.09184892,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,R,1.3,ok,0.675,-0.236,0.00048,NA,Good,N,N,,0.217153846,0.312615385,0.276,0.017153846,0.112615385,0.076,NA,0.887064923,N,0.34962963,Broad,Broad,NCM,0.137254902,2.328335256
D5_NCM_TRIAL10_B,4,D5,NCM,10,B,D5,1.066666667,1.098039215,1.032795559,0.827919471,0.021504666,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,R,1.3,ok,-0.6335,0.0011,0.00132,NA,Good,N,N,Inverted and fat,0.136,0.497615385,0.355769231,-0.064,0.297615385,0.155769231,NA,0.797993853,N,0.001736385,Broad,Broad,NCM,0.031372548,2.095440215
D5_NCM_TRIAL10_C,4,D5,NCM,10,C,D5,4.866666667,5.725490196,3.113717729,2.851287459,0.390664284,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,R,1.3,x,0.636,-0.222,0.00017999,NA,Good,N,N,,0.216923077,0.253384615,0.231615385,0.016923077,0.053384615,0.031615385,0.125,0.207763672,N,0.349056604,NS1,Narrow,NCM,0.858823529,5.619746252
D5_NCM_TRIAL11_A,4,D5,NCM,11,A,D5,2.928571429,2.899159664,2.495050045,1.794088505,-0.014419378,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,R,1.4,ok,0.828,-0.315,0.000179999,NA,Good,N,N,,0.096692308,0.456615385,0.237538462,-0.103307692,0.256615385,0.037538462,0.18,0.489746893,N,0.380434783,NS2,Narrow,NCM,-0.029411765,4.489742956
D5_NCM_TRIAL11_B,4,D5,NCM,11,B,D5,0.857142857,1.428571429,1.027105182,1.147013242,0.44202608,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,R,1.4,x,-0.709,0.107,0.00024,NA,Good,N,Y,Trough before peak,0.094692308,0.847076923,0.436461538,-0.105307692,0.647076923,0.236461538,0.02,0.169317627,N,0.150916784,NS1,Narrow,NCM,0.571428572,1.709060095
D5_NCM_TRIAL12_A,4,D5,NCM,12,A,D5,4.666666667,6.117647059,2.968084199,1.909986244,0.422483847,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,R,1.5,x,0.788,-0.144,0.00017999,NA,Good,N,N,,0.131846154,0.784692308,0.202923077,-0.068153846,0.584692308,0.002923077,0.03,0.132220652,N,0.182741117,NS1,Narrow,NCM,1.450980392,11.78392926
D5_NCM_TRIAL12_B,4,D5,NCM,12,B,D5,0.533333333,0.392156863,0.639940473,0.480292106,-0.178499265,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,R,1.5,x,-0.733,0.001,0.00138,NA,Good,N,N,Inverted,0.145153846,0.832769231,0.690461538,-0.054846154,0.632769231,0.490461538,NA,0.606639168,N,0.001364256,Broad,Broad,NCM,-0.14117647,0.62366782
D5_NCM_TRIAL13_A,4,D5,NCM,13,A,D5,4.6,3.725490196,5.754501344,4.527428719,-0.597996776,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,R,1.6,x,0.747,-0.232,0.000239999,NA,Bad,Y,N,Drifts from beginning to end,0.173583333,0.297333333,0.19775,-0.026416667,0.097333333,-0.00225,NA,0.348104275,N,0.310575636,NS1,Narrow,NCM,-0.874509804,5.331887735
D5_NCM_TRIAL13_B,4,D5,NCM,13,B,D5,0.333333333,0.588235294,0.487950036,0.628849981,0.616160208,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,R,1.6,x,-0.74,0.002,0.00132,NA,Bad,Y,N,"Inverted and fat, Drifts from beginning to end",0.140916667,0.60525,0.59525,-0.059083333,0.40525,0.39525,0.38,0.057162151,N,0.002702703,Broad,Broad,NCM,0.254901961,0.199154171
D5_NCM_TRIAL2_A,4,D5,NCM,2,A,D5,2.857142857,5.084033613,1.65748386,1.625049175,1.398961269,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,L,1.2,x,0.5226,-0.0738,0.00126,NA,Good,N,N,,0.256615385,0.186230769,0.245692308,0.056615385,-0.013769231,0.045692308,0.285,0.000854492,Y,0.141216992,Broad,Broad,NCM,2.226890756,2.710260575
D5_NCM_TRIAL2_B,4,D5,NCM,2,B,D5,1.285714286,0.37815126,0.825420306,0.438203731,-1.605147026,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,L,1.2,x,-0.5429,-1.00E-04,0.00139,NA,Duplicate,N,N,Inverted and fat,0.141769231,0.525153846,0.468461538,-0.058230769,0.325153846,0.268461538,NA,0.00359976,Y,0.000184196,Broad,Broad,NCM,-0.907563026,0.354777205
D5_NCM_TRIAL3_A,4,D5,NCM,3,A,D5,3,2.899159664,2,1.538509068,-0.04466273,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,L,1.3,x,0.759,-0.264,0.000239,NA,Good,N,N,COULD USE THESE TWO UNITS FOR A FIGURE SHOWING A BROAD AND A NARROW,0.224384615,0.508076923,0.279615385,0.024384615,0.308076923,0.079615385,0.05,1,N,0.347826087,NS1,Narrow,NCM,-0.100840336,5.155921192
D5_NCM_TRIAL3_B,4,D5,NCM,3,B,D5,4.928571429,6.596638656,2.615465416,1.498443366,0.578051588,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,L,1.3,x,0.796,-0.244,0.000628,NA,Good,N,N,,0.193461538,0.355153846,0.228,-0.006538462,0.155153846,0.028,0.32,0.140048398,N,0.306532663,Broad,Broad,NCM,1.668067227,8.334951628
D5_NCM_TRIAL3_C,4,D5,NCM,3,C,D5,2.714285714,2.142857143,2.301456777,1.167548587,-0.254370995,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,L,1.3,x,-0.6078,0.005,0.00149,NA,Good,N,N,Inverted and fat,0.162,0.447923077,0.256692308,-0.038,0.247923077,0.056692308,0.075,0.660189169,N,0.00822639,Broad,Broad,NCM,-0.571428571,5.127745216
D5_NCM_TRIAL4_A,4,D5,NCM,4,A,D5,2.333333333,3.176470588,1.175139303,1.273324163,0.496290628,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,L,1.4,ok,0.5738,-0.1171,0.0007786,NA,Good,N,N,,0.108769231,0.285846154,0.149615385,-0.091230769,0.085846154,-0.050384615,0.01,0.201007031,N,0.204078076,Broad,Broad,NCM,0.843137255,2.880584391
D5_NCM_TRIAL4_B,4,D5,NCM,4,B,D5,0.266666667,0.156862745,0.457737708,0.269257475,-0.255433628,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,L,1.4,ok,-0.5647,0.0019,0.0013681,NA,Good,N,N,Inverted and fat,0.174384615,0.519692308,0.399846154,-0.025615385,0.319692308,0.199846154,0.025,0.525937448,N,0.003364618,Broad,Broad,NCM,-0.109803922,0.190019223
D5_NCM_TRIAL5_A,4,D5,NCM,5,A,D5,2.8,2,1.320173149,1.330281563,-0.37974861,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,L,1.5,x,-0.492,-0.00028,0.00132,NA,Good,N,N,Inverted and fat,0.097461538,0.709076923,0.291615385,-0.102538462,0.509076923,0.091615385,0.055,0.05698318,N,0.000569106,Broad,Broad,NCM,-0.8,4.360692042
D5_NCM_TRIAL5_B,4,D5,NCM,5,B,D5,6.733333333,7.176470588,2.987274598,1.991082442,0.149649617,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,L,1.5,x,0.535,-0.26,3.00E-04,NA,Good,N,N,,0.200076923,0.500846154,0.232384615,7.69E-05,0.300846154,0.032384615,0.075,0.232790632,N,0.485981308,NS2,Narrow,NCM,0.443137255,8.985866974
D5_NCM_TRIAL6_A,4,D5,NCM,6,A,D5,2.571428571,2.983193277,2.064881659,0.936193987,0.203337007,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,L,1.6,x,-0.4192,-0.0016,0.00132,NA,Good,N,N,Inverted and fat,0.146916667,0.555166667,0.343833333,-0.053083333,0.355166667,0.143833333,0.13,0.529853804,N,0.003816794,Broad,Broad,NCM,0.411764706,4.148788928
D5_NCM_TRIAL6_B,4,D5,NCM,6,B,D5,4.928571429,5.210084033,4.028060914,3.30232609,0.080384672,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,L,1.6,x,0.4319,-0.1833,0.00024,NA,Good,Y,N,Inverted and fat; drifted out of spot at 363s but still some signal,0.18225,0.29875,0.2005,-0.01775,0.09875,5.00E-04,0.205,0.390991211,N,0.424403797,NS2,Narrow,NCM,0.281512604,13.18792811
D5_NCM_TRIAL7_A,4,D5,NCM,7,A,D5,2.307692308,2.488687783,1.377474463,1.023198227,0.091806004,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,R,1,x,0.727,-0.226,0.00024,NA,Good,N,N,COULD USE THESE TWO UNITS FOR A FIGURE SHOWING A BROAD AND A NARROW,0.136833333,0.505583333,0.327583333,-0.063166667,0.305583333,0.127583333,NA,0.779631744,N,0.310866575,NS1,Narrow,NCM,0.180995475,3.796891956
D5_NCM_TRIAL7_B,4,D5,NCM,7,B,D5,3.307692308,2.171945701,2.529315302,1.185859968,-0.418162812,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,R,1,x,0.606,-0.142,0.00066,NA,Good,N,N,,0.110833333,0.34825,0.340083333,-0.089166667,0.14825,0.140083333,NA,0.327729233,N,0.234323432,Broad,Broad,NCM,-1.135746607,7.363526546
D5_NCM_TRIAL7_C,4,D5,NCM,7,C,D5,0.307692308,0.226244344,0.480384461,0.29786452,-0.163004431,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,R,1,x,-0.05984,-1.00E-04,0.00138,NA,Bad,N,N,"Inverted and fat, might not be auditory",0.1895,0.343416667,0.302583333,-0.0105,0.143416667,0.102583333,NA,0.797713563,N,0.001671123,Broad,Broad,NCM,-0.081447964,0.25314797
D5_NCM_TRIAL8_A,4,D5,NCM,8,A,D5,2.066666667,1.882352941,1.387014608,0.922075074,-0.120135865,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,R,1.1,x,0.5233,-0.1018,0.00066,NA,Good,N,N,,0.140615385,0.563,0.343076923,-0.059384615,0.363,0.143076923,NA,0.754224367,N,0.194534684,Broad,Broad,NCM,-0.184313726,2.369488658
D5_NCM_TRIAL8_B,4,D5,NCM,8,B,D5,3.266666667,4.392156863,2.344192419,2.403518046,0.423461521,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,R,1.1,x,0.4643,-0.0395,0.00018,NA,Good,N,N,,0.141923077,0.521461538,0.219230769,-0.058076923,0.321461538,0.019230769,NA,0.135375977,N,0.085074305,NS1,Narrow,NCM,1.125490196,7.294517493
D5_NCM_TRIAL8_C,4,D5,NCM,8,C,D5,1.466666667,1.215686274,1.35576371,1.053831994,-0.122177267,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,R,1.1,x,-0.4896,7.00E-04,0.00132,NA,Good,N,N,Inverted and fat,0.137846154,0.838230769,0.482230769,-0.062153846,0.638230769,0.282230769,NA,0.629053262,N,0.001429739,Broad,Broad,NCM,-0.250980393,4.12201461
