Unit2,Stimulus,ID.x,Region,Trial,Letter,StimSet,base_fr,stim_fr,basesd,stimsd,Z_score,stimID,Duration.s,FamUnfamSpecies,Species,FamUnfam,Clutch,Treatment,Age,DaysPostFledge,Mass,Date,No_reps,Hemisphere,Depth,ISI.check,Peak_V,Trough_V,Peak.to.Peak_s,Type,Quality,Exclude4PC,TroughBeforePeak,Notes,Accuracy.rcorr,Accuracy.count,Accuracy.cross_corr,normal_rcorr,normal_count,normal_cross_corr,Latency,p.value,sigYN,Peak2PeakRatio,Type0,TypeBN,TypeFL,RS_WN,pop_var_WN
G3_FL_TRIAL6_B,3,G3,FL,6,B,G3,2.466666667,2.196078431,1.552264091,1.30527404,-0.234696593,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,R,1.17,x,-0.895,0.455,0.0004799,NA,Good,N,N,Inverted,0.169071429,0.333071429,0.288071429,-0.030928571,0.133071429,0.088071429,0.03,0.378482364,N,0.508379888,Field L,Field L,Broad,-0.270588236,1.49656286
G3_FL_TRIAL6_C,3,G3,FL,6,C,G3,2.466666667,4.745098039,3.136573806,2.347332251,0.975390186,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,R,1.17,x,0.836,-0.26,0.00024,NA,Good,N,Y,Trough before peak,0.177214286,0.292,0.242071429,-0.022785714,0.092,0.042071429,0.035,0.0082008,Y,0.311004785,Field L,Field L,Narrow,2.278431372,6.047735487
G3_FL_TRIAL7_A,3,G3,FL,7,A,G3,4.933333333,13.29411765,2.576450123,2.286887983,2.210668615,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,R,1.22,x,-0.773,0.428,0.00018,NA,Good,N,N,,0.246071429,0.197571429,0.219571429,0.046071429,-0.002428571,0.019571429,0.025,0.000889762,Y,0.553686934,Field L,Field L,Narrow,8.360784317,14.0885198
G3_FL_TRIAL7_B,3,G3,FL,7,B,G3,3.266666667,15.56862745,2.153623746,6.424075247,2.206990249,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,R,1.22,x,0.764,-0.229,0.00024,NA,Good,N,Y,Trough before peak,0.301,0.376642857,0.313214286,0.101,0.176642857,0.113214286,0.04,6.10E-05,Y,0.29973822,Field L,Field L,Narrow,12.30196078,31.85553248
G3_FL_TRIAL8_A,3,G3,FL,8,A,G3,4.6,10.98039216,2.261478657,3.053863679,2.144039389,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,R,1.27,x,-0.881,0.459,0.000419,NA,Good,N,N,Inverted,0.2975,0.445214286,0.353,0.0975,0.245214286,0.153,0.01,0.000724715,Y,0.520998865,Field L,Field L,Broad,6.38039216,9.163952326
G3_FL_TRIAL8_B,3,G3,FL,8,B,G3,4.133333333,25.64705882,3.419830127,5.358156107,5.59467797,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,R,1.27,x,0.701,-0.168,0.000238,NA,Good,N,Y,Trough before peak,0.581571429,0.384214286,0.554857143,0.381571429,0.184214286,0.354857143,0.035,0.000724715,Y,0.239657632,Field L,Field L,Narrow,21.51372549,16.31532487
G3_FL_TRIAL9_A,3,G3,FL,9,A,G3,2.866666667,9.764705882,2.47463321,5.039635292,1.654312077,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,R,1.32,x,-0.812,0.389,0.00018,NA,Bad,Y,N,Inverted; LOST SPOT ~540s but still have some signal,0.301363636,0.196,0.321363636,0.101363636,-0.004,0.121363636,0.04,6.10E-05,Y,0.479064039,Field L,Field L,Narrow,6.898039215,18.18891196
G3_NCM_TRIAL10_A,3,G3,NCM,10,A,G3,3.076923077,4.162895928,3.174416966,2.4778318,0.338857225,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,R,1.6,x,0.3131,0.2218,0.0004799,NA,Bad,Y,N,Lost spot after 600s,0.234666667,0.356083333,0.277833333,0.034666667,0.156083333,0.077833333,0.13,0.234525415,N,0.708399872,Broad,Broad,NCM,1.085972851,10.63221474
G3_NCM_TRIAL10_B,3,G3,NCM,10,B,G3,1.846153846,4.298642534,1.818706218,3.491500764,0.969232434,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,R,1.6,x,-0.2898,0.0694,0.00102,NA,Bad,Y,N,Inverted; Lost spot after 600s,0.416,0.414916667,0.463916667,0.216,0.214916667,0.263916667,0.07,0.006801652,Y,0.2394755,Broad,Broad,NCM,2.452488688,7.010585365
G3_NCM_TRIAL11_A,3,G3,NCM,11,A,G3,1.285714286,1.554621849,1.489892687,0.786062476,0.191943961,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,R,1.65,x,-0.243,0.0549,7.00E-04,NA,Bad,Y,N,Inverted; Lost spot after 465s,0.197,0.30975,0.252666667,-0.003,0.10975,0.052666667,0.13,0.614995425,N,0.225925926,Broad,Broad,NCM,0.268907563,2.010733705
G3_NCM_TRIAL11_B,3,G3,NCM,11,B,G3,2,1.512605042,1.881079886,1.319663247,-0.189398692,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,R,1.65,x,0.2666,0.1955,0.00048,NA,Bad,Y,N,Lost spot after 465s,0.356916667,0.457666667,0.389583333,0.156916667,0.257666667,0.189583333,0.18,0.660189169,N,0.733308327,Broad,Broad,NCM,-0.487394958,6.499470377
G3_NCM_TRIAL12_A,3,G3,NCM,12,A,G3,1.538461538,4.253393665,1.198289379,1.683659272,1.216245645,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,R,1.7,x,0.2992,-0.2285,0.00054,NA,Good,N,N,,0.430636364,0.391636364,0.497909091,0.230636364,0.191636364,0.297909091,0.25,0.003417969,Y,0.763703209,Broad,Broad,NCM,2.714932127,4.902766118
G3_NCM_TRIAL2_A,3,G3,NCM,2,A,G3,4.066666667,2.62745098,1.667618776,1.274617535,-0.713648997,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,L,1.3,x,0.2435,-0.04442,0.000599,NA,Good,N,N,,0.149428571,0.446071429,0.259357143,-0.050571429,0.246071429,0.059357143,0.025,0.024751403,Y,0.182422998,Broad,Broad,NCM,-1.439215687,4.07006536
G3_NCM_TRIAL2_B,3,G3,NCM,2,B,G3,3,1.68627451,1.963961012,0.990979251,-0.572111883,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,L,1.3,x,-0.2283,0.0385,0.001019,NA,Good,N,N,Inverted,0.086642857,0.4375,0.271142857,-0.113357143,0.2375,0.071142857,NA,0.047912598,Y,0.168637757,Broad,Broad,NCM,-1.31372549,5.222452903
G3_NCM_TRIAL3_A,3,G3,NCM,3,A,G3,2.4,4.392156863,2.131397932,1.601202382,1.005288418,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,L,1.35,x,0.3138,-0.2062,0.00024,NA,Duplicate,N,N,,0.2965,0.209785714,0.298928571,0.0965,0.009785714,0.098928571,0.125,0.006968146,Y,0.657106437,NS2,Narrow,NCM,1.992156863,4.107435602
G3_NCM_TRIAL3_B,3,G3,NCM,3,B,G3,3,3.960784314,2.828427125,1.866353574,0.330543003,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,L,1.35,x,-0.3114,0.1514,0.000239,NA,Good,N,Y,"Inverted, Trough before peak (although there is another trough after…)",0.171642857,0.426214286,0.228285714,-0.028357143,0.226214286,0.028285714,NA,0.181794921,N,0.486191394,NS2,Narrow,NCM,0.960784314,8.600076893
G3_NCM_TRIAL4_A,3,G3,NCM,4,A,G3,2.8,3.254901961,2.484236014,2.629415211,0.128672823,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,L,1.45,x,0.324,-0.1732,0.0005399,NA,Good,N,N,likes 2,0.130857143,0.194785714,0.158571429,-0.069142857,-0.005214286,-0.041428571,NA,0.842398284,N,0.534567901,Broad,Broad,NCM,0.454901961,12.4795694
G3_NCM_TRIAL4_B,3,G3,NCM,4,B,G3,4.666666667,4.078431373,2.768874621,1.743098341,-0.162345839,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,L,1.45,x,0.51,0.377,0.00017999,NA,Good,N,N,all but 3,0.093071429,0.665428571,0.220428571,-0.106928571,0.465428571,0.020428571,NA,0.638671875,N,0.739215686,NS2,Narrow,NCM,-0.588235294,12.9194925
G3_NCM_TRIAL4_C,3,G3,NCM,4,C,G3,5.066666667,4.392156863,1.751190072,2.721789802,-0.234082109,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,L,1.45,x,0.3225,-0.2417,0.0001799,NA,Good,N,N,,0.139642857,0.205,0.207857143,-0.060357143,0.005,0.007857143,NA,0.37857855,N,0.749457364,NS2,Narrow,NCM,-0.674509804,8.401322569
G3_NCM_TRIAL5_A,3,G3,NCM,5,A,G3,4.466666667,4.039215686,3.522715403,2.107663988,-0.115061146,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,L,1.55,x,0.276,-0.1962,0.00017999,NA,Good,N,N,Might be a slow unit,0.136785714,0.228214286,0.182857143,-0.063214286,0.028214286,-0.017142857,NA,0.754608802,N,0.710869565,NS2,Narrow,NCM,-0.427450981,13.92962707
G3_NCM_TRIAL5_B,3,G3,NCM,5,B,G3,2.2,2.549019608,1.740279124,1.435147166,0.117770858,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,L,1.55,x,-0.2192,0.04357,9.00E-04,NA,Good,N,N,Inverted and fat,0.157714286,0.192714286,0.207785714,-0.042285714,-0.007285714,0.007785714,NA,0.589422868,N,0.198768248,Broad,Broad,NCM,0.349019608,8.513710112
G3_NCM_TRIAL5_C,3,G3,NCM,5,C,G3,3.866666667,2.235294117,2.559761894,0.974210202,-0.688986472,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,L,1.55,x,0.239,-0.07927,0.00036,NA,Good,N,N,,0.1345,0.334142857,0.173714286,-0.0655,0.134142857,-0.026285714,NA,0.038127744,Y,0.33167364,NS1,Narrow,NCM,-1.63137255,5.69940792
G3_NCM_TRIAL6_A,3,G3,NCM,6,A,G3,6,5.098039216,5.756983337,2.105317359,-0.16965819,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,R,1.4,x,0.333,-0.2219,0.00042,NA,Good,N,N,,0.133928571,0.736142857,0.199357143,-0.066071429,0.536142857,-0.000642857,0.11,0.842366904,N,0.666366366,Broad,Broad,NCM,-0.901960784,28.71726259
G3_NCM_TRIAL6_B,3,G3,NCM,6,B,G3,1.733333333,2.196078431,2.685055644,1.771229771,0.235400693,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,R,1.4,bad/ok,-0.2874,0.0682,0.000539,NA,Bad,N,N,"Inverted, ugly shape; stimulus histogram looked amazing",0.126428571,0.292214286,0.168214286,-0.073571429,0.092214286,-0.031785714,0.12,0.221761636,N,0.23729993,Broad,Broad,NCM,0.462745098,4.250457516
G3_NCM_TRIAL7_A,3,G3,NCM,7,A,G3,1.933333333,2.392156863,1.486446706,0.752871145,0.347303572,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,R,1.45,x,0.3801,-0.2512,0.0004199,NA,Good,N,N,,0.225,0.626214286,0.267357143,0.025,0.426214286,0.067357143,0.12,0.16390183,N,0.660878716,Broad,Broad,NCM,0.45882353,1.801707036
G3_NCM_TRIAL8_A,3,G3,NCM,8,A,G3,1.733333333,2.666666667,1.279880947,1.086170348,0.58622976,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,R,1.5,ok?,0.2468,-0.1373,0.0004792,NA,Bad,N,N,,0.271142857,0.442785714,0.331857143,0.071142857,0.242785714,0.131857143,0.155,0.056832989,N,0.556320908,Broad,Broad,NCM,0.933333334,2.541114957
G3_NCM_TRIAL9_A,3,G3,NCM,9,A,G3,1.133333333,1.529411765,1.767430203,1.107204645,0.40271886,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,R,1.55,x,-0.3019,0.03813,0.00126,NA,Bad,Y,N,"Inverted, LOST SPOT ~540s but still have some signal",0.146909091,0.547636364,0.288454545,-0.053090909,0.347636364,0.088454545,0.115,0.078128286,N,0.126300099,Broad,Broad,NCM,0.396078432,1.173456363
G3_NCM_TRIAL9_B,3,G3,NCM,9,B,G3,1.066666667,0.94117647,1.162919151,0.795439298,-0.117179175,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,R,1.55,ok?,0.3114,-0.1929,0.00048,NA,Bad,Y,N,ISI looks bad but shape looks good; LOST SPOT ~540s but still have some signal,0.137454545,0.386272727,0.266,-0.062545455,0.186272727,0.066,NA,0.71071269,N,0.619460501,Broad,Broad,NCM,-0.125490197,1.193940792
