ID.x,Region,Trial,Letter,Stimulus,Unit2,StimSet,base_fr,stim_fr,basesd,stimsd,Z_score,stimID,Duration.s,Species,FamUnfam,Clutch,Treatment,Age,DaysPostFledge,Mass,Date,No_reps,Hemisphere,Depth,ISI.check,Peak_V,Trough_V,Peak.to.Peak_s,Type,Quality,Exclude4PC,TroughBeforePeak,Notes,Accuracy.rcorr,Accuracy.count,Accuracy.cross_corr,normal_rcorr,normal_count,normal_cross_corr,Latency,p.value,sigYN,Peak2PeakRatio
F2,FL,2,A,4,F2_FL_TRIAL2_A,F2,4.666666667,8.680089484,2.6367368,2.784185441,1.074648769,Brown71,1.49,ZEBI,Father,F,Isolate,20,1,12,5/10/22,15,L,0.95,x,-0.752,0.481,0.00047999,NA,Good,N,N,Inverted,0.195357143,0.172714286,0.194857143,-0.004642857,-0.027285714,-0.005142857,0.065,0.008239662,Y,0.63962766
F2,FL,2,A,5,F2_FL_TRIAL2_A,F2,4.8,8.644067796,2.210365193,2.56647174,1.597208446,GreyLeft,1.18,ZEBI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,L,0.95,x,-0.752,0.481,0.00047999,NA,Good,N,N,Inverted,0.233785714,0.220571429,0.236928571,0.033785714,0.020571429,0.036928571,0.32,0.000183105,Y,0.63962766
F2,FL,2,B,1,F2_FL_TRIAL2_B,F2,8.066666667,9.68992248,3.899938949,2.587668093,0.40249856,BF01,1.72,BEFI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,L,0.95,x,-0.743,0.411,0.00017999,NA,Bad,N,N,"Inverted, may not be auditory",0.386285714,0.167357143,0.339,0.186285714,-0.032642857,0.139,NA,0.094604492,N,0.553162853
F2,FL,2,B,2,F2_FL_TRIAL2_B,F2,6.733333333,9.05109489,4.742914515,3.365362711,0.457514563,LP80,1.37,BEFI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,L,0.95,x,-0.743,0.411,0.00017999,NA,Bad,N,N,"Inverted, may not be auditory",0.308285714,0.129142857,0.297357143,0.108285714,-0.070857143,0.097357143,0.05,0.043729844,Y,0.553162853
F2,FL,2,B,3,F2_FL_TRIAL2_B,F2,6.866666667,8.274509804,3.502380143,1.714505396,0.336130114,WN,1.7,WN,WN,F,Isolate,20,1,12,5/10/22,15,L,0.95,x,-0.743,0.411,0.00017999,NA,Bad,N,N,"Inverted, may not be auditory",0.261785714,0.227857143,0.261357143,0.061785714,0.027857143,0.061357143,NA,0.201097948,N,0.553162853
F2,FL,2,B,4,F2_FL_TRIAL2_B,F2,10.8,7.158836688,4.88730133,3.548322905,-0.661424936,Brown71,1.49,ZEBI,Father,F,Isolate,20,1,12,5/10/22,15,L,0.95,x,-0.743,0.411,0.00017999,NA,Bad,N,N,"Inverted, may not be auditory",0.189714286,0.411642857,0.228928571,-0.010285714,0.211642857,0.028928571,NA,0.015075684,Y,0.553162853
F2,FL,2,B,5,F2_FL_TRIAL2_B,F2,9.6,7.683615819,4.256088076,2.183432307,-0.418742059,GreyLeft,1.18,ZEBI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,L,0.95,x,-0.743,0.411,0.00017999,NA,Bad,N,N,"Inverted, may not be auditory",0.394142857,0.349428571,0.401071429,0.194142857,0.149428571,0.201071429,NA,0.33026123,N,0.553162853
F2,FL,2,C,1,F2_FL_TRIAL2_C,F2,5.733333333,11.47286822,2.433887739,2.519592802,1.631684454,BF01,1.72,BEFI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,L,0.95,x,-1.248,0.738,0.00018,NA,Good,N,N,Inverted,0.424928571,0.239071429,0.371642857,0.224928571,0.039071429,0.171642857,0.055,0.000889762,Y,0.591346154
F2,FL,2,C,2,F2_FL_TRIAL2_C,F2,6.866666667,11.19221411,4.940599539,3.561679098,0.836615797,LP80,1.37,BEFI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,L,0.95,x,-1.248,0.738,0.00018,NA,Good,N,N,Inverted,0.489285714,0.359785714,0.501357143,0.289285714,0.159785714,0.301357143,0.065,0.013449834,Y,0.591346154
F2,FL,2,C,3,F2_FL_TRIAL2_C,F2,7,9.37254902,3.139608711,2.06740907,0.635327372,WN,1.7,WN,WN,F,Isolate,20,1,12,5/10/22,15,L,0.95,x,-1.248,0.738,0.00018,NA,Good,N,N,Inverted,0.138214286,0.392928571,0.169285714,-0.061785714,0.192928571,-0.030714286,NA,0.057033256,N,0.591346154
F2,FL,2,C,4,F2_FL_TRIAL2_C,F2,5.8,11.90156599,2.93257566,3.454599015,1.764657708,Brown71,1.49,ZEBI,Father,F,Isolate,20,1,12,5/10/22,15,L,0.95,x,-1.248,0.738,0.00018,NA,Good,N,N,Inverted,0.389285714,0.336,0.4,0.189285714,0.136,0.2,0.08,6.10E-05,Y,0.591346154
F2,FL,2,C,5,F2_FL_TRIAL2_C,F2,5.533333333,14.12429379,3.090692633,3.798958687,1.62721008,GreyLeft,1.18,ZEBI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,L,0.95,x,-1.248,0.738,0.00018,NA,Good,N,N,Inverted,0.466214286,0.204428571,0.469785714,0.266214286,0.004428571,0.269785714,0.115,0.00012207,Y,0.591346154
F2,FL,3,A,1,F2_FL_TRIAL3_A,F2,3,6.511627907,1.812653934,1.285096042,1.869499529,BF01,1.72,BEFI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,L,1,x,-0.723,0.443,0.00024,NA,Good,N,N,Inverted,0.3449,0.3058,0.2608,0.1449,0.1058,0.0608,0.085,6.10E-05,Y,0.612724758
F2,FL,3,A,2,F2_FL_TRIAL3_A,F2,3.571428571,4.223149114,1.988980632,1.546517245,0.345013732,LP80,1.37,BEFI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,L,1,x,-0.723,0.443,0.00024,NA,Good,N,N,Inverted,0.2877,0.319,0.2902,0.0877,0.119,0.0902,0.07,0.285762746,N,0.612724758
F2,FL,3,A,3,F2_FL_TRIAL3_A,F2,2.181818182,3.20855615,1.778661397,1.425512386,0.668385288,WN,1.7,WN,WN,F,Isolate,20,1,12,5/10/22,15,L,1,x,-0.723,0.443,0.00024,NA,Good,N,N,Inverted,0.2294,0.4432,0.2745,0.0294,0.2432,0.0745,0.05,0.029222538,Y,0.612724758
F2,FL,3,A,4,F2_FL_TRIAL3_A,F2,3.133333333,5.324384788,1.959105724,1.972525951,0.961998066,Brown71,1.49,ZEBI,Father,F,Isolate,20,1,12,5/10/22,15,L,1,x,-0.723,0.443,0.00024,NA,Good,N,N,Inverted,0.2289,0.1715,0.2174,0.0289,-0.0285,0.0174,0.035,0.006968146,Y,0.612724758
F2,FL,3,A,5,F2_FL_TRIAL3_A,F2,3.533333333,5.536723164,2.799659843,2.306816991,0.679896023,GreyLeft,1.18,ZEBI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,L,1,x,-0.723,0.443,0.00024,NA,Good,N,N,Inverted,0.2069,0.2021,0.2341,0.0069,0.0021,0.0341,0.075,0.033077094,Y,0.612724758
F2,FL,3,B,1,F2_FL_TRIAL3_B,F2,4.133333333,6.860465117,1.726543478,2.458808454,1.044761809,BF01,1.72,BEFI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,L,1,x,0.677,-0.292,0.00023999,NA,Good,N,Y,Trough before peak,0.4297,0.2035,0.406,0.2297,0.0035,0.206,0.05,0.00201416,Y,0.431314623
F2,FL,3,B,2,F2_FL_TRIAL3_B,F2,3.285714286,5.683003128,2.163635524,1.924371878,0.858275034,LP80,1.37,BEFI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,L,1,x,0.677,-0.292,0.00023999,NA,Good,N,Y,Trough before peak,0.2386,0.2682,0.2427,0.0386,0.0682,0.0427,0.085,0.008309857,Y,0.431314623
F2,FL,3,B,3,F2_FL_TRIAL3_B,F2,3.454545455,5.347593583,1.916436086,2.610261165,0.926517459,WN,1.7,WN,WN,F,Isolate,20,1,12,5/10/22,15,L,1,x,0.677,-0.292,0.00023999,NA,Good,N,Y,Trough before peak,0.2476,0.2857,0.2736,0.0476,0.0857,0.0736,0.095,0.018554688,Y,0.431314623
F2,FL,3,B,4,F2_FL_TRIAL3_B,F2,3.4,6.44295302,2.501428163,1.361322289,1.648195141,Brown71,1.49,ZEBI,Father,F,Isolate,20,1,12,5/10/22,15,L,1,x,0.677,-0.292,0.00023999,NA,Good,N,Y,Trough before peak,0.2958,0.238,0.3188,0.0958,0.038,0.1188,0.075,0.000722919,Y,0.431314623
F2,FL,3,B,5,F2_FL_TRIAL3_B,F2,4.733333333,8.361581921,2.789435854,2.306816991,0.864351215,GreyLeft,1.18,ZEBI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,L,1,x,0.677,-0.292,0.00023999,NA,Good,N,Y,Trough before peak,0.3122,0.2368,0.2974,0.1122,0.0368,0.0974,0.01,0.015743346,Y,0.431314623
F2,FL,4,A,1,F2_FL_TRIAL4_A,F2,4.066666667,5.736434109,2.987274598,2.672130564,0.394786503,BF01,1.72,BEFI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,L,1.05,x,-0.757,0.246,0.00024,NA,Good,N,N,Inverted,0.28925,0.247666667,0.333916667,0.08925,0.047666667,0.133916667,0.21,0.20118884,N,0.324966975
F2,FL,4,A,2,F2_FL_TRIAL4_A,F2,5.230769231,5.277933745,1.964427234,2.213052462,0.030913104,LP80,1.37,BEFI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,L,1.05,x,-0.757,0.246,0.00024,NA,Good,N,N,Inverted,0.275916667,0.285833333,0.259166667,0.075916667,0.085833333,0.059166667,0.11,0.944267683,N,0.324966975
F2,FL,4,A,3,F2_FL_TRIAL4_A,F2,4.857142857,5.924369748,3.548719007,2.665489239,0.204490237,WN,1.7,WN,WN,F,Isolate,20,1,12,5/10/22,15,L,1.05,x,-0.757,0.246,0.00024,NA,Good,N,N,Inverted,0.164583333,0.227666667,0.192083333,-0.035416667,0.027666667,-0.007916667,NA,0.426269531,N,0.324966975
F2,FL,4,A,4,F2_FL_TRIAL4_A,F2,3.357142857,5.321188878,1.691933025,2.375968509,0.71955758,Brown71,1.49,ZEBI,Father,F,Isolate,20,1,12,5/10/22,15,L,1.05,x,-0.757,0.246,0.00024,NA,Good,N,N,Inverted,0.19025,0.228666667,0.19875,-0.00975,0.028666667,-0.00125,NA,0.016601563,Y,0.324966975
F2,FL,4,A,5,F2_FL_TRIAL4_A,F2,4.142857143,8.837772398,1.875228924,4.4436613,1.174606031,GreyLeft,1.18,ZEBI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,L,1.05,x,-0.757,0.246,0.00024,NA,Good,N,N,Inverted,0.442583333,0.285166667,0.425833333,0.242583333,0.085166667,0.225833333,0.21,0.005729983,Y,0.324966975
F2,FL,4,B,1,F2_FL_TRIAL4_B,F2,5.266666667,6.201550388,3.081434422,2.71515511,0.263803345,BF01,1.72,BEFI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,L,1.05,x,0.736,-0.244,0.00024,NA,Duplicate,N,Y,Trough before peak,0.192083333,0.220333333,0.187333333,-0.007916667,0.020333333,-0.012666667,0.06,0.348590881,N,0.331521739
F2,FL,4,B,2,F2_FL_TRIAL4_B,F2,4.461538462,5.670971364,2.025478734,2.667878154,0.352526233,LP80,1.37,BEFI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,L,1.05,x,0.736,-0.244,0.00024,NA,Duplicate,N,Y,Trough before peak,0.238666667,0.178583333,0.235833333,0.038666667,-0.021416667,0.035833333,0.1,0.414306641,N,0.331521739
F2,FL,4,B,3,F2_FL_TRIAL4_B,F2,4.642857143,5,2.844891315,1.783459925,0.088939113,WN,1.7,WN,WN,F,Isolate,20,1,12,5/10/22,15,L,1.05,x,0.736,-0.244,0.00024,NA,Duplicate,N,Y,Trough before peak,0.217666667,0.223666667,0.243333333,0.017666667,0.023666667,0.043333333,NA,0.660267661,N,0.331521739
F2,FL,4,B,4,F2_FL_TRIAL4_B,F2,4.785714286,4.314477469,3.0427359,2.26012721,-0.114897106,Brown71,1.49,ZEBI,Father,F,Isolate,20,1,12,5/10/22,15,L,1.05,x,0.736,-0.244,0.00024,NA,Duplicate,N,Y,Trough before peak,0.192,0.24375,0.176,-0.008,0.04375,-0.024,NA,0.706289112,N,0.331521739
F2,FL,4,B,5,F2_FL_TRIAL4_B,F2,4.214285714,6.476997579,2.423556555,2.364651935,0.872496178,GreyLeft,1.18,ZEBI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,L,1.05,x,0.736,-0.244,0.00024,NA,Duplicate,N,Y,Trough before peak,0.285,0.306333333,0.286333333,0.085,0.106333333,0.086333333,0.285,0.032767031,Y,0.331521739
F2,FL,5,A,1,F2_FL_TRIAL5_A,F2,4.714285714,7.516611296,2.757606862,3.316144067,0.793632229,BF01,1.72,BEFI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,R,1.05,x,-0.629,0.387,0.00047999,NA,Good,N,N,Inverted,0.348538462,0.197384615,0.297692308,0.148538462,-0.002615385,0.097692308,0.065,0.020263672,Y,0.615262321
F2,FL,5,A,2,F2_FL_TRIAL5_A,F2,4.142857143,5.578727841,2.070196678,2.956078117,0.519682373,LP80,1.37,BEFI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,R,1.05,x,-0.629,0.387,0.00047999,NA,Good,N,N,Inverted,0.269769231,0.200384615,0.287615385,0.069769231,0.000384615,0.087615385,0.1,0.051588654,N,0.615262321
F2,FL,5,A,3,F2_FL_TRIAL5_A,F2,4.533333333,4.862745098,2.875181154,3.255981732,0.140199648,WN,1.7,WN,WN,F,Isolate,20,1,12,5/10/22,15,R,1.05,x,-0.629,0.387,0.00047999,NA,Good,N,N,Inverted,0.181538462,0.282923077,0.208538462,-0.018461538,0.082923077,0.008538462,0.35,1,N,0.615262321
F2,FL,5,A,4,F2_FL_TRIAL5_A,F2,3.666666667,6.263982103,2.819996623,2.809493253,0.647961051,Brown71,1.49,ZEBI,Father,F,Isolate,20,1,12,5/10/22,15,R,1.05,x,-0.629,0.387,0.00047999,NA,Good,N,N,Inverted,0.291230769,0.293615385,0.297307692,0.091230769,0.093615385,0.097307692,NA,0.02557373,Y,0.615262321
F2,FL,5,A,5,F2_FL_TRIAL5_A,F2,4,7.909604519,3.047247001,3.399904321,1.193046199,GreyLeft,1.18,ZEBI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,R,1.05,x,-0.629,0.387,0.00047999,NA,Good,N,N,Inverted,0.231,0.229846154,0.233538462,0.031,0.029846154,0.033538462,0.34,0.000724715,Y,0.615262321
F2,FL,6,B,1,F2_FL_TRIAL6_B,F2,1.285714286,5.024916944,1.38278267,2.22976988,1.483399943,BF01,1.72,BEFI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,R,1.1,ok,-0.802,0.78,3.00E-04,NA,Good,N,N,Inverted,0.472,0.246333333,0.37925,0.272,0.046333333,0.17925,0.125,0.001691801,Y,0.972568579
F2,FL,6,B,2,F2_FL_TRIAL6_B,F2,1.692307692,4.323413812,1.931519928,2.465625624,1.058970441,LP80,1.37,BEFI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,R,1.1,ok,-0.802,0.78,3.00E-04,NA,Good,N,N,Inverted,0.229083333,0.326083333,0.284833333,0.029083333,0.126083333,0.084833333,NA,0.009693959,Y,0.972568579
F2,FL,6,B,3,F2_FL_TRIAL6_B,F2,1.214285714,3.277310924,1.050902281,2.303950222,0.81668444,WN,1.7,WN,WN,F,Isolate,20,1,12,5/10/22,15,R,1.1,ok,-0.802,0.78,3.00E-04,NA,Good,N,N,Inverted,0.202583333,0.350583333,0.251083333,0.002583333,0.150583333,0.051083333,0.12,0.014385408,Y,0.972568579
F2,FL,6,B,4,F2_FL_TRIAL6_B,F2,2.214285714,4.745925216,2.913590738,2.531302586,0.834283615,Brown71,1.49,ZEBI,Father,F,Isolate,20,1,12,5/10/22,15,R,1.1,ok,-0.802,0.78,3.00E-04,NA,Good,N,N,Inverted,0.281916667,0.216083333,0.276333333,0.081916667,0.016083333,0.076333333,0.14,0.014415281,Y,0.972568579
F2,FL,6,B,5,F2_FL_TRIAL6_B,F2,1.538461538,5.997392438,0.967417922,2.408468474,1.862826611,GreyLeft,1.18,ZEBI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,R,1.1,ok,-0.802,0.78,3.00E-04,NA,Good,N,N,Inverted,0.2565,0.170416667,0.256666667,0.0565,-0.029583333,0.056666667,0.355,0.000244141,Y,0.972568579
F2,FL,6,C,1,F2_FL_TRIAL6_C,F2,3.357142857,6.893687708,2.060886398,2.772911632,1.685819281,BF01,1.72,BEFI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,R,1.1,x,-0.685,0.342,0.00018,NA,Good,N,N,,0.601083333,0.25525,0.575833333,0.401083333,0.05525,0.375833333,0.065,0.001687337,Y,0.499270073
F2,FL,6,C,2,F2_FL_TRIAL6_C,F2,3.307692308,6.513194834,2.562050461,1.561587196,0.933130446,LP80,1.37,BEFI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,R,1.1,x,-0.685,0.342,0.00018,NA,Good,N,N,,0.576083333,0.406,0.546916667,0.376083333,0.206,0.346916667,0.01,0.014355561,Y,0.499270073
F2,FL,6,C,3,F2_FL_TRIAL6_C,F2,3.714285714,3.613445378,1.540657773,1.419607605,-0.062832326,WN,1.7,WN,WN,F,Isolate,20,1,12,5/10/22,15,R,1.1,x,-0.685,0.342,0.00018,NA,Good,N,N,,0.190666667,0.599,0.267333333,-0.009333333,0.399,0.067333333,0.22,0.924922975,N,0.499270073
F2,FL,6,C,4,F2_FL_TRIAL6_C,F2,3.428571429,6.471716203,2.622807824,2.519542696,0.94793885,Brown71,1.49,ZEBI,Father,F,Isolate,20,1,12,5/10/22,15,R,1.1,x,-0.685,0.342,0.00018,NA,Good,N,N,,0.696416667,0.455833333,0.727333333,0.496416667,0.255833333,0.527333333,0.085,0.005249023,Y,0.499270073
F2,FL,6,C,5,F2_FL_TRIAL6_C,F2,4.769230769,7.692307693,2.803386231,2.799209939,1.515500031,GreyLeft,1.18,ZEBI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,R,1.1,x,-0.685,0.342,0.00018,NA,Good,N,N,,0.669333333,0.4145,0.67625,0.469333333,0.2145,0.47625,0.09,0.003323737,Y,0.499270073
F2,FL,6,D,1,F2_FL_TRIAL6_D,F2,1.142857143,2.657807309,1.231455852,1.83448834,0.960318781,BF01,1.72,BEFI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,R,1.1,x,0.717,0.183,0.00096,NA,Good,N,N,Fat,0.419083333,0.143166667,0.300166667,0.219083333,-0.056833333,0.100166667,0.09,0.008341822,Y,0.255230126
F2,FL,6,D,2,F2_FL_TRIAL6_D,F2,1.384615385,2.189781022,1.32529629,1.332658291,0.357041829,LP80,1.37,BEFI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,R,1.1,x,0.717,0.183,0.00096,NA,Good,N,N,Fat,0.26325,0.19825,0.2615,0.06325,-0.00175,0.0615,0.145,0.363460471,N,0.255230126
F2,FL,6,D,3,F2_FL_TRIAL6_D,F2,1.642857143,2.43697479,2.239750771,2.944406758,0.285128155,WN,1.7,WN,WN,F,Isolate,20,1,12,5/10/22,15,R,1.1,x,0.717,0.183,0.00096,NA,Good,N,N,Fat,0.20975,0.171083333,0.160833333,0.00975,-0.028916667,-0.039166667,NA,0.362873495,N,0.255230126
F2,FL,6,D,4,F2_FL_TRIAL6_D,F2,1.714285714,1.773729626,1.772810521,1.656699765,0.035356595,Brown71,1.49,ZEBI,Father,F,Isolate,20,1,12,5/10/22,15,R,1.1,x,0.717,0.183,0.00096,NA,Good,N,N,Fat,0.1815,0.391,0.396,-0.0185,0.191,0.196,0.175,0.900036801,N,0.255230126
F2,FL,6,D,5,F2_FL_TRIAL6_D,F2,2.307692308,2.151238592,3.77236918,1.570862197,-0.041570604,GreyLeft,1.18,ZEBI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,R,1.1,x,0.717,0.183,0.00096,NA,Good,N,N,Fat,0.275,0.218333333,0.251333333,0.075,0.018333333,0.051333333,0.225,0.484508297,N,0.255230126
F2,NCM,1,A,1,F2_NCM_TRIAL1_A,F2,2.333333333,3.488372093,1.718249386,1.053868567,0.537214738,BF01,1.72,BEFI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,L,1.15,ok?,-0.3419,0.1055,0.001076,NA,Bad,N,N,Inverted and fat,0.2694,0.26,0.2643,0.0694,0.06,0.0643,0.185,0.064315956,N,0.308569757
F2,NCM,1,A,2,F2_NCM_TRIAL1_A,F2,1.933333333,3.844282238,1.624221425,1.666013232,0.957604776,LP80,1.37,BEFI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,L,1.15,ok?,-0.3419,0.1055,0.001076,NA,Bad,N,N,Inverted and fat,0.2711,0.2279,0.1925,0.0711,0.0279,-0.0075,0.05,0.00410545,Y,0.308569757
F2,NCM,1,A,3,F2_NCM_TRIAL1_A,F2,1.909090909,3.048128342,1.375103302,1.87532109,0.683507295,WN,1.7,WN,WN,F,Isolate,20,1,12,5/10/22,15,L,1.15,ok?,-0.3419,0.1055,0.001076,NA,Bad,N,N,Inverted and fat,0.1622,0.2774,0.391,-0.0378,0.0774,0.191,0.08,0.068216573,N,0.308569757
F2,NCM,1,A,4,F2_NCM_TRIAL1_A,F2,2.266666667,6.040268456,2.051712409,2.196824398,1.136654013,Brown71,1.49,ZEBI,Father,F,Isolate,20,1,12,5/10/22,15,L,1.15,ok?,-0.3419,0.1055,0.001076,NA,Bad,N,N,Inverted and fat,0.402,0.2164,0.3494,0.202,0.0164,0.1494,0.05,0.00201416,Y,0.308569757
F2,NCM,1,A,5,F2_NCM_TRIAL1_A,F2,1.666666667,6.440677966,1.67616342,3.535026037,1.701851533,GreyLeft,1.18,ZEBI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,L,1.15,ok?,-0.3419,0.1055,0.001076,NA,Bad,N,N,Inverted and fat,0.1968,0.3313,0.1582,-0.0032,0.1313,-0.0418,0.08,0.001089092,Y,0.308569757
F2,NCM,1,B,1,F2_NCM_TRIAL1_B,F2,1.866666667,5.07751938,1.407463101,2.34075889,1.291960669,BF01,1.72,BEFI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,L,1.15,x,0.3271,-0.2103,0.00048,NA,Good,N,N,,0.1603,0.169,0.1308,-0.0397,-0.031,-0.0692,0.065,0.000305176,Y,0.642922654
F2,NCM,1,B,2,F2_NCM_TRIAL1_B,F2,2.066666667,4.574209246,1.486446706,2.624065716,0.798067403,LP80,1.37,BEFI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,L,1.15,x,0.3271,-0.2103,0.00048,NA,Good,N,N,,0.261,0.2474,0.1726,0.061,0.0474,-0.0274,0.075,0.008252637,Y,0.642922654
F2,NCM,1,B,3,F2_NCM_TRIAL1_B,F2,1.636363636,3.048128342,1.566698904,2.534443447,0.507120619,WN,1.7,WN,WN,F,Isolate,20,1,12,5/10/22,15,L,1.15,x,0.3271,-0.2103,0.00048,NA,Good,N,N,,0.2097,0.3583,0.4538,0.0097,0.1583,0.2538,0.07,0.147460938,N,0.642922654
F2,NCM,1,B,4,F2_NCM_TRIAL1_B,F2,1.933333333,5.81655481,1.667618776,2.055593318,1.38040376,Brown71,1.49,ZEBI,Father,F,Isolate,20,1,12,5/10/22,15,L,1.15,x,0.3271,-0.2103,0.00048,NA,Good,N,N,,0.1991,0.2697,0.2242,-0.0009,0.0697,0.0242,0.06,0.001613473,Y,0.642922654
F2,NCM,1,B,5,F2_NCM_TRIAL1_B,F2,1.266666667,7.457627119,1.334523279,3.141640658,2.35631371,GreyLeft,1.18,ZEBI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,L,1.15,x,0.3271,-0.2103,0.00048,NA,Good,N,N,,0.267,0.2071,0.1645,0.067,0.0071,-0.0355,0.085,0.000715765,Y,0.642922654
F2,NCM,3,A,1,F2_NCM_TRIAL3_A,F2,2,6.279069768,1.558387445,2.693131127,1.430092812,BF01,1.72,BEFI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,L,1.25,x,0.3575,-0.1967,0.0005999,NA,Good,N,N,,0.257777778,0.179555556,0.285111111,0.057777778,-0.020444444,0.085111111,0.07,0.001329052,Y,0.55020979
F2,NCM,3,A,2,F2_NCM_TRIAL3_A,F2,2.214285714,4.275286757,1.4769288,2.409986294,0.642487852,LP80,1.37,BEFI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,L,1.25,x,0.3575,-0.1967,0.0005999,NA,Good,N,N,,0.174777778,0.454777778,0.246222222,-0.025222222,0.254777778,0.046222222,0.06,0.044448365,Y,0.55020979
F2,NCM,3,A,3,F2_NCM_TRIAL3_A,F2,1.9,7.882352941,2.685351208,2.633589551,1.542947353,WN,1.7,WN,WN,F,Isolate,20,1,12,5/10/22,15,L,1.25,x,0.3575,-0.1967,0.0005999,NA,Good,N,N,,0.334777778,0.206444444,0.232,0.134777778,0.006444444,0.032,0.12,0.005859375,Y,0.55020979
F2,NCM,3,A,4,F2_NCM_TRIAL3_A,F2,1.2,6.040268456,0.941123948,2.696521785,1.754233177,Brown71,1.49,ZEBI,Father,F,Isolate,20,1,12,5/10/22,15,L,1.25,x,0.3575,-0.1967,0.0005999,NA,Good,N,N,,0.161666667,0.203777778,0.183777778,-0.038333333,0.003777778,-0.016222222,0.145,0.000724715,Y,0.55020979
F2,NCM,3,A,5,F2_NCM_TRIAL3_A,F2,2.2,8.361581922,1.146423008,3.447848935,1.939348895,GreyLeft,1.18,ZEBI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,L,1.25,x,0.3575,-0.1967,0.0005999,NA,Good,N,N,,0.314555556,0.252777778,0.269444444,0.114555556,0.052777778,0.069444444,0.09,0.000724715,Y,0.55020979
F2,NCM,4,A,1,F2_NCM_TRIAL4_A,F2,1.785714286,5.315614618,1.528124614,2.517331268,1.065951223,BF01,1.72,BEFI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,L,1.3,x,-0.3939,0.0971,0.00108,NA,Good,Y,N,Inverted and fat,0.289083333,0.215166667,0.2685,0.089083333,0.015166667,0.0685,0.065,0.00994753,Y,0.246509266
F2,NCM,4,A,2,F2_NCM_TRIAL4_A,F2,2.538461538,5.165637282,2.536907061,3.060207385,0.587401089,LP80,1.37,BEFI,Unfamiliar,F,Isolate,20,1,12,5/10/22,15,L,1.3,x,-0.3939,0.0971,0.00108,NA,Good,Y,N,Inverted and fat,0.2725,0.335916667,0.286583333,0.0725,0.135916667,0.086583333,0.06,0.080520328,N,0.246509266
F2,NCM,4,A,3,F2_NCM_TRIAL4_A,F2,2.461538462,5.022624434,2.633609203,3.109083545,0.52958606,WN,1.7,WN,WN,F,Isolate,20,1,12,5/10/22,15,L,1.3,x,-0.3939,0.0971,0.00108,NA,Good,Y,N,Inverted and fat,0.1485,0.308583333,0.197833333,-0.0515,0.108583333,-0.002166667,NA,0.069128052,N,0.246509266
F2,NCM,4,A,4,F2_NCM_TRIAL4_A,F2,1.857142857,6.136145733,2.248320496,1.703106645,1.505298355,Brown71,1.49,ZEBI,Father,F,Isolate,20,1,12,5/10/22,15,L,1.3,x,-0.3939,0.0971,0.00108,NA,Good,Y,N,Inverted and fat,0.26125,0.204583333,0.243166667,0.06125,0.004583333,0.043166667,0.055,0.002071098,Y,0.246509266
